"packageName","vulnerabilityID","severity"
"gnupg-l10n","CVE-2022-3219","Negligible"
"gnupg-utils","CVE-2022-3219","Negligible"
"gpg","CVE-2022-3219","Negligible"
"gpg-agent","CVE-2022-3219","Negligible"
"gpg-wks-client","CVE-2022-3219","Negligible"
"gpg-wks-server","CVE-2022-3219","Negligible"
"gpgconf","CVE-2022-3219","Negligible"
"gpgsm","CVE-2022-3219","Negligible"
"gpgv","CVE-2022-3219","Negligible"
"libsqlite3-0","CVE-2022-35737","Negligible"
"bash","CVE-2022-3715","High"
"tar","CVE-2022-48303","Negligible"
"libzstd1","CVE-2022-4899","High"
"zstd","CVE-2022-4899","High"
"login","CVE-2023-29383","Low"
"passwd","CVE-2023-29383","Low"
"libncursesw6","CVE-2023-29491","High"
"libtinfo6","CVE-2023-29491","High"
"ncurses-base","CVE-2023-29491","High"
"ncurses-bin","CVE-2023-29491","High"
"libldap-2.4-2","CVE-2023-2953","High"
"libperl5.32","CVE-2023-31484","High"
"perl","CVE-2023-31484","High"
"perl-base","CVE-2023-31484","High"
"perl-modules-5.32","CVE-2023-31484","High"
"libperl5.32","CVE-2023-31486","Negligible"
"perl","CVE-2023-31486","Negligible"
"perl-base","CVE-2023-31486","Negligible"
"perl-modules-5.32","CVE-2023-31486","Negligible"
"github.com/opencontainers/runc","GHSA-f3fp-gc8g-vw66","Medium"
"github.com/opencontainers/runc","GHSA-g2j6-57v7-gm8c","Medium"
"github.com/opencontainers/runc","GHSA-m8cg-xc2p-r3fc","Low"
"github.com/opencontainers/runc","GHSA-vpvm-3wq2-2wvm","High"
