"packageName","vulnerabilityID","severity"
"perl-modules-5.32","CVE-2011-4116","LOW"
"perl-modules-5.32","CVE-2023-31486","LOW"
"tar","CVE-2005-2541","LOW"
"tar","CVE-2022-48303","LOW"
"util-linux","CVE-2022-0563","LOW"
"zstd","CVE-2022-4899","HIGH"
"github.com/opencontainers/runc","CVE-2023-27561","HIGH"
"github.com/opencontainers/runc","CVE-2022-29162","MEDIUM"
"github.com/opencontainers/runc","CVE-2023-28642","MEDIUM"
"github.com/opencontainers/runc","CVE-2023-25809","LOW"
